Name,Url,Season,Missed_days
Aaron Cresswell,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,20/21,11
Aaron Cresswell,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,19/20,30
Aaron Cresswell,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,18/19,94
Aaron Cresswell,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,16/17,78
Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,22/23,83
Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,21/22,13
Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,20/21,116
Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,19/20,40
Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,19/20,13
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,21/22,99
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,20/21,65
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,19/20,51
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,18/19,71
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,17/18,46
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,16/17,125
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,15/16,61
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,14/15,76
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,13/14,99
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,11/12,15
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,10/11,8
Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,09/10,102
Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,22/23,44
Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,21/22,16
Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,19/20,40
Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,18/19,34
Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,19/20,11
Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,18/19,8
Abdallah Sima,https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,21/22,168
Abdallah Sima,https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,20/21,29
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,22/23,45
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,20/21,11
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,19/20,17
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,18/19,97
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,16/17,58
Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,15/16,71
Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,22/23,72
Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,20/21,54
Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,19/20,40
Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,18/19,83
Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,17/18,49
Abdou Harroui,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,21/22,55
Abdou Harroui,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,20/21,11
Abdou Harroui,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,19/20,8
Abdoul Kader Bamba,https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,22/23,46
Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,22/23,52
Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,21/22,43
Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,20/21,65
Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,18/19,27
Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,12/13,20
Abdu Conté,https://www.transfermarkt.com/abdu-conte/profil/spieler/337798,20/21,94
Abdu Conté,https://www.transfermarkt.com/abdu-conte/profil/spieler/337798,19/20,66
Abdu Conté,https://www.transfermarkt.com/abdu-conte/profil/spieler/337798,17/18,6
Abdul Mumin,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801,20/21,14
Abdul Mumin,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801,18/19,35
Abdón Prats,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,19/20,33
Abdón Prats,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,16/17,18
Abner,https://www.transfermarkt.com/abner/profil/spieler/646402,20/21,17
Achraf Dari,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,21/22,10
Achraf Dari,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,20/21,18
Achraf Dari,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,19/20,171
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,22/23,20
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,21/22,13
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,20/21,7
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,18/19,67
Adam Armstrong,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,20/21,8
Adam Armstrong,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,14/15,20
Adam Buksa,https://www.transfermarkt.com/adam-buksa/profil/spieler/267160,22/23,189
Adam Buksa,https://www.transfermarkt.com/adam-buksa/profil/spieler/267160,21/22,19
Adam Buksa,https://www.transfermarkt.com/adam-buksa/profil/spieler/267160,15/16,26
Adam Forshaw,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257,21/22,50
Adam Forshaw,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257,19/20,255
Adam Forshaw,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257,13/14,50
Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,22/23,14
Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,21/22,18
Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,20/21,158
Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,19/20,2
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,22/23,117
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,21/22,44
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,20/21,52
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,18/19,146
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,17/18,151
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,16/17,66
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,15/16,40
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,14/15,73
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,12/13,50
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,10/11,22
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,22/23,16
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,21/22,20
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,20/21,18
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,19/20,74
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,18/19,46
Adam Marusic,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,17/18,31
Adam Masina,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,22/23,187
Adam Masina,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,20/21,104
Adam Masina,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,16/17,9
Adam Masina,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,15/16,3
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,22/23,90
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,21/22,115
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,20/21,64
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,19/20,48
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,18/19,46
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,16/17,23
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,20/21,8
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,19/20,104
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,18/19,110
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,17/18,50
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,15/16,70
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,21/22,113
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,20/21,17
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,19/20,21
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,18/19,68
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,17/18,94
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,16/17,154
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,15/16,20
Adama Soumaoro,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673,22/23,84
Adama Soumaoro,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673,21/22,2
Adama Soumaoro,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673,19/20,0
Adama Soumaoro,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673,16/17,67
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,22/23,3
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,20/21,9
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,19/20,35
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,18/19,10
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,15/16,118
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,22/23,36
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,20/21,14
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,19/20,15
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,18/19,53
Adil Aouchiche,https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385,22/23,51
Adil Aouchiche,https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385,20/21,13
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,21/22,46
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,20/21,79
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,19/20,47
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,18/19,69
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,17/18,30
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,16/17,117
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,15/16,44
Adil Rami,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,14/15,93
Adnan Januzaj,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,19/20,0
Adnan Januzaj,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,18/19,136
Adnan Januzaj,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,17/18,78
Adnan Januzaj,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,16/17,43
Adnan Januzaj,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,15/16,54
Adolfo Gaich,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469,22/23,8
Adolfo Gaich,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469,19/20,10
Adolfo Gaich,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469,18/19,36
Adrián Embarba,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,16/17,19
Adrián Embarba,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,15/16,53
Adrián Embarba,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,14/15,18
Adrian Grbic,https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342,16/17,4
Adrien Hunou,https://www.transfermarkt.com/adrien-hunou/profil/spieler/203507,18/19,82
Adrien Rabiot,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,22/23,30
Adrien Rabiot,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,21/22,41
Adrien Rabiot,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,19/20,14
Adrien Rabiot,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,16/17,66
Adrien Rabiot,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,13/14,30
Adrien Tamèze,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507,21/22,6
Adrien Tamèze,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507,20/21,9
Adrien Thomasson,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,22/23,21
Adrien Thomasson,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,21/22,46
Adrien Truffert,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,22/23,83
Adrien Truffert,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,20/21,15
Agustín Marchesín,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,22/23,128
Agustín Marchesín,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,21/22,39
Agustín Marchesín,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,20/21,14
Agustín Marchesín,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,15/16,26
Agustín Rogel,https://www.transfermarkt.com/agustin-rogel/profil/spieler/456535,22/23,23
Agustín Rogel,https://www.transfermarkt.com/agustin-rogel/profil/spieler/456535,19/20,93
Agustín Álvarez,https://www.transfermarkt.com/agustin-alvarez/profil/spieler/812625,22/23,24
Agustín Álvarez,https://www.transfermarkt.com/agustin-alvarez/profil/spieler/812625,21/22,34
Agustín Álvarez,https://www.transfermarkt.com/agustin-alvarez/profil/spieler/812625,20/21,17
Aihen Muñoz,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,22/23,57
Aihen Muñoz,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,19/20,32
Aimar Oroz,https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131,22/23,44
Ainsley Maitland-Niles,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,18/19,100
Aitor Fernández,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,20/21,8
Aitor Fernández,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,11/12,179
Aitor Fernández,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,10/11,65
Aitor Paredes,https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,21/22,32
Aitor Ruibal,https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139,20/21,12
Ajdin Hrustic,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,22/23,172
Ajdin Hrustic,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,21/22,8
Ajdin Hrustic,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,19/20,8
Ajdin Hrustic,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,13/14,141
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,22/23,35
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,21/22,0
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,20/21,28
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,19/20,22
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,18/19,12
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,16/17,115
Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,15/16,141
Alban Lafont,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,18/19,17
Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,21/22,8
Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,20/21,16
Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,18/19,176
Alberth Elis,https://www.transfermarkt.com/alberth-elis/profil/spieler/281319,20/21,14
Alberth Elis,https://www.transfermarkt.com/alberth-elis/profil/spieler/281319,16/17,11
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,22/23,72
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,21/22,8
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,20/21,52
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,19/20,63
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,18/19,227
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,17/18,55
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,15/16,33
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,14/15,28
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,21/22,96
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,20/21,195
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,19/20,154
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,18/19,17
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,17/18,51
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,13/14,25
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,19/20,35
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,17/18,60
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,16/17,25
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,15/16,11
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,14/15,53
Alberto Perea,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559,13/14,35
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,22/23,42
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,21/22,64
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,20/21,30
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,19/20,19
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,18/19,26
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,17/18,86
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,16/17,103
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,15/16,148
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,14/15,35
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,13/14,107
Albin Ekdal,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275,10/11,68
Aleix García,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,21/22,15
Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,19/20,0
Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,18/19,88
Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,17/18,27
Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,16/17,126
Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,15/16,11
Alejandro Garnacho,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,22/23,51
Alejandro Pozo,https://www.transfermarkt.com/alejandro-pozo/profil/spieler/341272,20/21,19
Alejandro Pozo,https://www.transfermarkt.com/alejandro-pozo/profil/spieler/341272,17/18,8
Aleksa Terzic,https://www.transfermarkt.com/aleksa-terzic/profil/spieler/404260,22/23,32
Aleksa Terzic,https://www.transfermarkt.com/aleksa-terzic/profil/spieler/404260,20/21,48
Aleksa Terzic,https://www.transfermarkt.com/aleksa-terzic/profil/spieler/404260,19/20,30
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,22/23,17
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,21/22,87
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,20/21,137
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,18/19,64
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,17/18,16
Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,15/16,14
Aleksey Miranchuk,https://www.transfermarkt.com/aleksey-miranchuk/profil/spieler/255450,22/23,63
Aleksey Miranchuk,https://www.transfermarkt.com/aleksey-miranchuk/profil/spieler/255450,21/22,54
Aleksey Miranchuk,https://www.transfermarkt.com/aleksey-miranchuk/profil/spieler/255450,20/21,18
Aleksey Miranchuk,https://www.transfermarkt.com/aleksey-miranchuk/profil/spieler/255450,19/20,35
Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,22/23,17
Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,21/22,38
Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,20/21,12
Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,19/20,4
Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,18/19,28
Alessandro Bianco,https://www.transfermarkt.com/alessandro-bianco/profil/spieler/602124,22/23,3
Alessandro Buongiorno,https://www.transfermarkt.com/alessandro-buongiorno/profil/spieler/386446,21/22,13
Alessandro Buongiorno,https://www.transfermarkt.com/alessandro-buongiorno/profil/spieler/386446,20/21,23
Alessandro Buongiorno,https://www.transfermarkt.com/alessandro-buongiorno/profil/spieler/386446,17/18,34
Alessandro Buongiorno,https://www.transfermarkt.com/alessandro-buongiorno/profil/spieler/386446,16/17,16
Alessandro Cortinovis,https://www.transfermarkt.com/alessandro-cortinovis/profil/spieler/421768,22/23,98
Alessandro Cortinovis,https://www.transfermarkt.com/alessandro-cortinovis/profil/spieler/421768,21/22,6
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,22/23,209
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,21/22,72
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,20/21,43
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,19/20,27
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,18/19,52
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,17/18,20
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,16/17,115
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,15/16,28
Alessandro Russo,https://www.transfermarkt.com/alessandro-russo/profil/spieler/481344,20/21,19
Alessandro Tuia,https://www.transfermarkt.com/alessandro-tuia/profil/spieler/73943,22/23,24
Alessandro Tuia,https://www.transfermarkt.com/alessandro-tuia/profil/spieler/73943,21/22,87
Alessandro Tuia,https://www.transfermarkt.com/alessandro-tuia/profil/spieler/73943,20/21,50
Alessandro Tuia,https://www.transfermarkt.com/alessandro-tuia/profil/spieler/73943,17/18,59
Alessandro Zanoli,https://www.transfermarkt.com/alessandro-zanoli/profil/spieler/397225,22/23,2
Alessandro Zanoli,https://www.transfermarkt.com/alessandro-zanoli/profil/spieler/397225,21/22,25
Alessio Cragno,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,21/22,33
Alessio Cragno,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,20/21,28
Alessio Cragno,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,19/20,155
Alessio Cragno,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,17/18,31
Alessio Cragno,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,16/17,32
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,22/23,18
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,21/22,54
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,20/21,39
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,19/20,0
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,18/19,39
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,17/18,35
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,16/17,58
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,14/15,9
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,13/14,21
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,12/13,17
Alessio Zerbin,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,20/21,28
Alessio Zerbin,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,19/20,14
Alessio Zerbin,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,18/19,57
Alessio Zerbin,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,17/18,6
Alex Cordaz,https://www.transfermarkt.com/alex-cordaz/profil/spieler/16633,22/23,30
Alex Cordaz,https://www.transfermarkt.com/alex-cordaz/profil/spieler/16633,21/22,14
