Url,Prob
https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,0.06712820147754418
https://fbref.com/en/players/71d10572/Bevic-Moussiti-Oko,0.06712820147754418
https://fbref.com/en/players/0a6cb1b1/Harry-Souttar,0.06712820147754418
https://fbref.com/en/players/7304f3b1/Karamoko-Dembele,0.06712820147754418
https://fbref.com/en/players/f9358b61/Pedro-Ortiz,0.06712820147754418
https://fbref.com/en/players/b90c4a43/Diant-Ramaj,0.06712820147754418
https://fbref.com/en/players/0a16eb36/Jordi-Osei-Tutu,0.06712820147754418
https://fbref.com/en/players/0d9b2d31/Pedri,0.06712820147754418
https://fbref.com/en/players/fffea3e5/Jeremy-Doku,0.06712820147754418
https://fbref.com/en/players/b857bd29/Antonio-Raillo,0.06712820147754418
https://fbref.com/en/players/dc4cae05/David-Brooks,0.2854611104738152
https://fbref.com/en/players/29ddfb9c/Clinton-Mola,0.06712820147754418
https://fbref.com/en/players/f582d5c1/Sanoussy-Ba,0.06712820147754418
https://fbref.com/en/players/9662c9ec/Patrick-Osterhage,0.06712820147754418
https://fbref.com/en/players/6de23ab0/Sinaly-Diomande,0.06712820147754418
https://fbref.com/en/players/a44d3a3c/Pietro-Pellegri,0.2585061854092941
https://fbref.com/en/players/0ba976e4/Ansu-Fati,0.06712820147754418
https://fbref.com/en/players/2f7fec15/Lilian-Egloff,0.06712820147754418
https://fbref.com/en/players/94302c52/Timo-Hubers,0.24984455190982602
https://fbref.com/en/players/c8387671/Harvey-Elliott,0.06712820147754418
https://fbref.com/en/players/32e8417f/Stefan-Bajcetic,0.06712820147754418
https://fbref.com/en/players/bbd79358/Moritz-Broschinski,0.06712820147754418
https://fbref.com/en/players/15f24fe7/Sasa-Kalajdzic,0.24177081208679244
https://fbref.com/en/players/35f67a30/Fisnik-Asllani,0.06712820147754418
https://fbref.com/en/players/b20cc590/Fernand-Mayembo,0.06712820147754418
https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento,0.06712820147754418
https://fbref.com/en/players/e08647d6/Carlos-Fernandez,0.226590090930862
https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg,0.06712820147754418
https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo,0.22544696433779493
https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,0.06712820147754418
https://fbref.com/en/players/d61759ec/Youba-Diarra,0.22407521242611447
https://fbref.com/en/players/6a827d8e/Youcef-Attal,0.21817667920588849
https://fbref.com/en/players/b19db005/Ousmane-Dembele,0.21707927767654414
https://fbref.com/en/players/bc249af8/Jessic-Ngankam,0.06712820147754418
https://fbref.com/en/players/5065d67d/Denys-Bain,0.06712820147754418
https://fbref.com/en/players/8daee720/Simone-Pafundi,0.06712820147754418
https://fbref.com/en/players/fcb27134/Mohamed-Simakan,0.21310119713267078
https://fbref.com/en/players/132a82f1/Wesley-Fofana,0.06712820147754418
