Name,Url,Season,Missed_days,Missed_ankle,Missed_back,Missed_bone,Missed_foot,Missed_knee,Missed_muscle
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,18/19,28,0,0,0,0,0,0
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,17/18,35,0,0,0,0,0,26
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,16/17,71,0,0,0,0,0,71
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,14/15,16,0,0,0,0,0,16
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,13/14,77,0,0,0,0,77,0
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,11/12,48,0,0,0,0,0,0
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,21/22,76,0,0,0,0,0,76
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,20/21,20,0,0,0,0,0,0
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,19/20,157,116,0,0,0,0,0
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,18/19,88,71,0,0,0,0,0
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,17/18,42,0,0,0,0,0,30
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,16/17,12,0,0,0,0,0,12
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,15/16,25,0,0,0,0,0,25
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,22/23,19,19,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,21/22,8,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,20/21,32,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,19/20,36,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,18/19,43,0,0,0,0,25,18
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,17/18,19,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,16/17,1,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,15/16,149,0,0,130,0,130,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,14/15,19,19,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,13/14,11,0,0,0,0,0,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,12/13,29,0,0,0,0,29,0
André Hahn,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,11/12,44,0,0,0,0,36,0
André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,21/22,56,0,0,0,0,0,56
André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,19/20,8,0,0,0,0,0,0
André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,18/19,6,0,0,0,0,0,0
André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,17/18,1,0,0,0,0,0,0
André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,16/17,1,0,0,0,0,0,0
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,21/22,6,0,0,0,0,0,0
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,20/21,12,0,7,0,0,0,5
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,19/20,31,16,0,0,0,0,0
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,18/19,87,0,0,0,0,74,13
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,16/17,10,0,0,0,0,0,10
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,15/16,30,0,0,0,0,0,30
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,20/21,12,0,0,0,0,0,0
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,19/20,18,0,0,0,0,0,18
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,18/19,56,0,0,0,0,0,56
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,17/18,87,0,0,0,8,0,79
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,16/17,45,0,0,0,0,0,45
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,15/16,56,15,0,0,0,0,22
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,14/15,12,0,0,0,0,0,12
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,13/14,47,0,0,0,0,0,47
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,10/11,33,0,0,0,0,0,33
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,09/10,57,0,0,0,0,0,57
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,08/09,46,0,0,0,0,0,46
Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,07/08,25,0,0,0,0,0,25
Andrés Martín,https://www.transfermarkt.com/andres-martin/profil/spieler/531277,19/20,22,0,0,0,0,0,0
Andy Delort,https://www.transfermarkt.com/andy-delort/profil/spieler/122797,20/21,32,0,0,0,0,0,24
Angel Gomes,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,20/21,16,0,0,0,0,0,0
Angel Gomes,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,18/19,11,0,0,0,0,0,0
Angeliño,https://www.transfermarkt.com/angelino/profil/spieler/277179,21/22,24,0,0,0,0,0,19
Angeliño,https://www.transfermarkt.com/angelino/profil/spieler/277179,20/21,41,0,0,0,0,0,41
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,21/22,215,0,0,0,0,215,0
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,20/21,72,61,0,0,0,0,11
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,19/20,0,0,0,0,0,0,0
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,16/17,140,0,0,0,0,140,0
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,15/16,34,0,0,0,0,0,34
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,14/15,8,8,0,0,0,0,0
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,13/14,15,0,0,0,0,0,0
Angelo Ogbonna,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,12/13,76,0,0,0,0,0,0
Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,22/23,34,0,0,0,0,18,0
Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,21/22,25,0,0,8,0,0,0
Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,18/19,40,40,0,0,0,0,0
Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,17/18,36,0,0,0,0,0,36
Ansgar Knauff,https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874,22/23,59,0,5,0,0,0,54
Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,22/23,7,0,0,0,0,7,0
Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,21/22,186,0,0,0,0,6,133
Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,20/21,223,0,8,0,0,0,0
Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,19/20,25,0,0,0,0,14,0
Ante Budimir,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,21/22,68,0,0,0,0,0,56
Ante Budimir,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,20/21,29,0,0,0,0,0,14
Ante Budimir,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,17/18,94,0,0,0,88,6,0
Ante Budimir,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,14/15,21,0,0,21,0,0,0
Ante Palaversa,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,21/22,16,0,0,0,0,0,16
Ante Palaversa,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,20/21,15,0,0,0,0,15,0
Ante Palaversa,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,19/20,89,0,0,0,0,0,0
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,22/23,66,23,25,0,0,0,18
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,21/22,88,28,0,0,0,5,55
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,20/21,92,0,23,0,6,3,11
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,19/20,11,0,6,0,0,0,5
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,18/19,58,5,0,0,0,15,38
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,17/18,53,8,0,0,0,0,32
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,16/17,45,29,0,0,0,0,1
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,15/16,15,0,0,0,0,0,0
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,14/15,82,0,0,0,0,0,57
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,13/14,121,0,0,0,0,0,89
Anthony Caci,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016,22/23,4,0,0,0,0,0,0
Anthony Caci,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016,19/20,64,0,0,0,0,0,64
Anthony Gordon,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,22/23,23,23,0,0,0,0,0
Anthony Jung,https://www.transfermarkt.com/anthony-jung/profil/spieler/58995,16/17,13,0,0,0,1,0,0
Anthony Jung,https://www.transfermarkt.com/anthony-jung/profil/spieler/58995,12/13,67,0,67,0,0,0,0
Anthony Lopes,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,20/21,10,0,0,0,0,0,0
Anthony Lopes,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,13/14,38,0,38,0,0,0,0
Anthony Losilla,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266,21/22,8,0,0,0,0,0,0
Anthony Losilla,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266,16/17,30,0,0,0,0,30,0
Anthony Losilla,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266,13/14,8,8,0,0,0,0,0
Choco Lozano,https://www.transfermarkt.com/choco-lozano/profil/spieler/131275,20/21,16,0,0,0,0,0,0
Choco Lozano,https://www.transfermarkt.com/choco-lozano/profil/spieler/131275,17/18,0,0,0,0,0,0,0
Choco Lozano,https://www.transfermarkt.com/choco-lozano/profil/spieler/131275,16/17,62,0,0,0,0,0,62
Choco Lozano,https://www.transfermarkt.com/choco-lozano/profil/spieler/131275,11/12,22,0,0,0,0,22,0
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,22/23,117,35,57,0,0,0,8
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,21/22,42,0,0,0,0,10,17
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,20/21,84,0,10,0,0,74,0
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,19/20,57,0,0,0,0,0,57
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,18/19,67,0,0,0,0,12,26
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,17/18,15,0,0,0,0,0,15
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,16/17,8,0,0,0,0,0,0
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,15/16,8,0,0,0,0,0,8
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,13/14,36,36,0,0,0,0,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,22/23,53,0,0,0,0,0,53
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,21/22,16,0,0,0,0,0,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,20/21,155,0,32,0,0,59,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,19/20,11,0,0,0,0,0,11
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,18/19,15,0,0,0,0,0,15
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,16/17,8,0,0,0,0,8,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,15/16,1,0,0,0,0,0,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,14/15,11,0,0,0,0,0,0
Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,13/14,8,0,0,0,0,0,8
Anthony Rouault,https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799,21/22,79,0,0,0,79,0,0
Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,21/22,71,0,0,0,0,0,71
Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,19/20,0,0,0,0,0,0,0
Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,17/18,8,0,0,0,0,0,0
Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,16/17,4,0,0,0,0,0,0
Anton Stach,https://www.transfermarkt.com/anton-stach/profil/spieler/344069,22/23,18,0,8,0,0,0,0
Anton Stach,https://www.transfermarkt.com/anton-stach/profil/spieler/344069,18/19,48,0,0,0,0,0,0
Anton Stach,https://www.transfermarkt.com/anton-stach/profil/spieler/344069,17/18,56,0,0,0,0,56,0
Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,22/23,31,31,0,0,0,0,0
Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,21/22,18,0,0,0,0,5,0
Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,20/21,11,11,0,0,0,0,0
Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,19/20,74,0,0,0,0,0,74
Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,18/19,112,112,0,0,0,0,0
Antonin Bobichon,https://www.transfermarkt.com/antonin-bobichon/profil/spieler/344575,22/23,4,0,0,0,0,0,0
Antonino Gallo,https://www.transfermarkt.com/antonino-gallo/profil/spieler/392516,22/23,3,0,0,0,0,0,0
Antonino Gallo,https://www.transfermarkt.com/antonino-gallo/profil/spieler/392516,21/22,53,0,0,0,0,0,0
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,22/23,11,0,0,0,0,0,11
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,20/21,10,0,0,0,0,0,10
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,19/20,9,0,9,0,0,0,0
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,15/16,27,23,0,0,0,4,0
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,14/15,37,0,0,0,0,0,32
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,13/14,4,0,0,0,0,0,0
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,12/13,22,0,0,0,0,0,15
Antonio Candreva,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,11/12,5,0,0,0,0,0,0
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,21/22,10,0,0,0,0,0,0
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,20/21,40,0,0,0,0,0,34
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,19/20,56,0,0,0,0,18,11
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,18/19,37,0,0,0,0,0,21
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,17/18,20,0,0,0,0,0,13
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,16/17,103,0,9,0,0,0,11
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,15/16,14,0,0,0,0,0,11
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,14/15,9,0,9,0,0,0,0
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,12/13,55,0,0,0,0,29,26
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,11/12,60,0,0,0,0,0,0
Antonio Mirante,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,10/11,13,0,0,0,0,0,0
Antonio Raíllo,https://www.transfermarkt.com/antonio-raillo/profil/spieler/278296,21/22,171,171,0,0,0,0,0
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,21/22,15,0,0,0,0,0,15
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,19/20,116,0,0,0,0,0,92
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,18/19,78,0,0,0,0,41,23
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,16/17,5,0,0,0,0,0,5
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,15/16,69,0,0,0,0,58,11
Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,14/15,129,0,0,0,0,92,1
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,22/23,20,0,0,0,0,0,10
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,21/22,47,0,0,0,0,0,47
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,20/21,36,0,0,0,0,0,0
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,19/20,0,0,0,0,0,0,0
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,18/19,10,0,0,0,0,0,0
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,17/18,134,0,0,0,0,134,0
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,16/17,144,0,0,50,0,0,94
Antonio Sanabria,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,15/16,87,0,0,0,0,0,80
Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,22/23,43,0,0,0,0,0,0
Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,21/22,82,73,0,0,0,0,0
Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,20/21,36,0,0,0,0,0,16
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,22/23,15,0,0,0,0,0,0
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,21/22,75,0,37,0,18,0,0
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,20/21,14,0,0,0,0,0,0
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,19/20,0,0,0,0,0,0,0
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,18/19,187,0,168,0,0,0,19
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,17/18,8,0,0,0,0,0,8
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,16/17,16,0,0,0,0,0,16
Anuar,https://www.transfermarkt.com/anuar/profil/spieler/327126,21/22,8,0,0,0,0,0,0
Anuar,https://www.transfermarkt.com/anuar/profil/spieler/327126,18/19,57,0,0,0,0,0,57
Arbër Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,21/22,175,0,0,0,0,175,0
Arbër Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,20/21,30,0,0,0,0,0,30
Arbër Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,18/19,3,0,0,0,0,3,0
Arbër Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,17/18,100,100,0,0,0,0,0
Ardian Ismajli,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228,22/23,83,0,0,0,0,0,40
Ardian Ismajli,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228,21/22,21,0,0,0,0,0,0
Ardian Ismajli,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228,20/21,5,0,0,0,0,0,0
Ardian Ismajli,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228,18/19,24,0,0,0,0,0,0
Arial Mendy,https://www.transfermarkt.com/arial-mendy/profil/spieler/422715,22/23,53,0,0,0,0,0,0
Arial Mendy,https://www.transfermarkt.com/arial-mendy/profil/spieler/422715,20/21,22,0,0,0,0,0,0
Aridane Hernández,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,21/22,148,0,0,0,0,0,131
Aridane Hernández,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,20/21,48,0,0,0,0,29,19
Aridane Hernández,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,19/20,0,0,0,0,0,0,0
Aridane Hernández,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,18/19,20,20,0,0,0,0,0
Aridane Hernández,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,17/18,11,0,0,0,0,0,11
Arijon Ibrahimovic,https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728,22/23,15,0,0,0,0,0,0
Aritz Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,22/23,60,60,0,0,0,0,0
Aritz Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,19/20,81,0,0,0,0,0,54
Aritz Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,18/19,67,15,0,0,0,11,41
Aritz Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,17/18,19,0,0,0,0,0,0
Aritz Elustondo,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,16/17,9,9,0,0,0,0,0
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,22/23,62,0,0,0,0,0,62
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,21/22,54,0,0,0,0,0,46
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,20/21,36,0,0,0,0,18,18
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,19/20,69,0,0,0,0,6,63
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,17/18,159,0,0,0,0,159,0
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,16/17,128,0,0,0,0,128,0
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,15/16,19,0,19,0,0,0,0
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,14/15,51,0,0,0,0,43,8
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,13/14,25,0,0,0,0,0,25
Arkadiusz Milik,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,12/13,5,0,0,0,0,0,0
Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,22/23,110,0,0,0,0,0,54
Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,21/22,70,0,0,0,0,12,33
Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,20/21,36,0,0,0,0,22,0
Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,19/20,38,0,0,0,0,0,38
Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,18/19,48,0,0,0,0,0,0
Armand Laurienté,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,22/23,35,0,0,0,0,35,0
Armand Laurienté,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,21/22,31,0,31,0,0,0,0
Armando Broja,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,22/23,190,0,0,0,0,179,0
Armando Broja,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,21/22,30,11,0,0,0,0,0
Armando Broja,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,20/21,8,0,0,0,0,0,0
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,22/23,24,0,0,0,0,0,2
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,21/22,31,0,0,0,0,0,31
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,20/21,22,0,0,0,0,0,7
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,19/20,0,0,0,0,0,0,0
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,17/18,93,0,0,0,0,45,46
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,16/17,21,0,0,0,0,0,16
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,15/16,9,0,0,0,0,0,0
Armando Izzo,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,13/14,34,0,0,0,0,34,0
Armel Bella-Kotchap,https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563,22/23,77,0,0,0,0,40,0
Armel Bella-Kotchap,https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563,21/22,8,0,0,0,0,0,0
Armel Bella-Kotchap,https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563,19/20,13,0,0,0,0,0,0
Arnaud Kalimuendo,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,22/23,45,0,0,0,0,0,26
Arnaud Kalimuendo,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,21/22,5,0,0,0,0,0,0
Arnaud Kalimuendo,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,20/21,12,0,0,0,0,12,0
Arnaud Nordin,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811,21/22,6,0,0,0,0,0,6
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,21/22,44,0,0,0,0,0,44
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,20/21,12,0,0,0,0,0,4
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,19/20,163,0,0,0,123,0,40
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,18/19,145,145,0,0,0,0,0
